Course_Code,Course_Title,Hours,Prerequisites,Coreq,Semester,Other_Pre-req,Other_Co-req
HIS 451,History of the New South  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-odd years,,
HIS 453,American Frontier  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-odd years,,
HIS 470,Europe in the Ancient World  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,,
HIS 471,Medieval and Early Modern Europe  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-even years,,
HIS 472,Modern and Contemporary Europe  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,,
HIS 485,History of Terrorism,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,Sophomore standing.,
HIS 489,Senior Capstone,"Hours:, 3 classroom + 0 lab/studio",['HIS 291W'],[],Spring only,HIS 291W  or the equivalent,
HIS 492,Directed Research: History  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Variable-chck w/dept,Consent of instructor,
HIS 494,Topics: History,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing.,
HIS 496,Practicum: History,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of instructor.,
HIS 499,Independent Study: History  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HIS 522,Introduction to Historic Preservation,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-even yrs,,
HIS 592,Directed Research in History  (1-6 credits),"Hours:, 1-6 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of instructor.,
HIS 594,Special Topics in History  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HIS 595,Study Abroad in History  (1-15 credits),"Hours:, 1-15 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HIS 596,Internship: History  (0-6 credits),"Hours:, 0-6 classroom + 0 lab/studio",[],[],Fall and spring,,
HIS 599,Independent Study: History  (0-6 credits),"Hours:, 0-6 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of instructor.,
HNR 100,Curiosity and Conversation in Honors,"Hours:, 1 classroom + 0 lab/studio","['ENG 101', 'ENG 102', 'ENG 104', 'CMST 101']",[],Fall and spring,ENG 101 ENG 102 ENG 104 ENG 101 CMST 101,
HNR 101,Introduction to Honors Learning  - WC/OC,,[],[],Fall only,Honors Admit status.,
HNR 102,Interdisciplinary Research Process  - WC/OC,,"['HNR 101', 'ENG 101', 'ENG 104']",[],Fall and spring,HNR 101  or ENG 101 /ENG 104 .,
HNR 200,Project-Based Learning in Honors,"Hours:, 1 classroom + 0 lab/studio","['HNR 100', 'ENG 101', 'ENG 102', 'CMST 101', 'ENG 104']",[],Fall and spring,HNR 100 ENG 101 ENG 102 CMST 101 ENG 104 CMST 101,
HNR 310,Community & the Natural World - NS/QR,,['HNR 312'],[],Fall and spring,HNR 312 .,
HNR 311,Global Citizen in the Natural World - NS/QR,,"['HNR 102', 'HNR 200']",[],Fall and spring,HNR 102   or HNR 200,
HNR 312,Scholarly Approaches to the Nat. World,,"['HNR 102', 'HNR 200']",[],Fall and spring,HNR 102  or HNR 200,
HNR 320,Community and Society,"Hours:, 3 classroom + 0 lab/studio","['HNR 102', 'HNR 200']",[],Fall and spring,HNR 102   or HNR 200,
HNR 321,Global Citizen in Society,"Hours:, 3 classroom + 0 lab/studio","['HNR 102', 'HNR 200']",[],Fall and spring,HNR 102   or HNR 200,
HNR 322,Scholarly Approaches to Society,"Hours:, 3 classroom + 0 lab/studio","['HNR 102', 'HNR 200']",[],Fall and spring,HNR 102  or HNR 200,
HNR 330,Community and Humanity - AH/SB,,"['HNR 102', 'HNR 200']",[],Fall and spring,HNR 102   or HNR 200,
HNR 331,Global Citizen and Humanity - AH/SB,,"['HNR 102', 'HNR 200']",[],Fall and spring,HNR 102   or HNR 200,
HNR 332,Scholarly Approaches to Humanity,,"['HNR 102', 'HNR 200']",[],Fall and spring,HNR 102  or HNR 200,
HNR 340,Honors Enhancement-Community  (0-1 credits),"Hours:, (0-1 classroom + 0 lab/studio)","['HNR 102', 'HNR 200']",[],"Variable, check with department",HNR 102 or HNR 200 ; Permission of instructor and program director. o,
HNR 341,Honors Enhancement-Global Citizen  (0-1 Credits),,"['HNR 102', 'HNR 200']",[],"Variable, check with department",HNR 102 or HNR 200  ; Permission of program director. o,
HNR 342,Honors Enhancement-Scholarly Approaches  (0-1 Credits),,"['HNR 102', 'HNR 200']",[],"Variable, check with department",or HNR 200  ; Permission of program director. o,
HNR 381,Capstone Concept  (0 Credits),"Hours:, 0 classroom + 0 lab/studio",[],[],Fall and Spring,,
HNR 392,Directed Research: Honors  (1-3 credits),"Hours:, 1-3 Classroom + 0 Lab Studio",[],[],"Variable, check with department.",,
HNR 394,Honors Special Topics  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Honors Status or permission of program director.,
HNR 395,Honors Study Abroad,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Honors Status or permission of program director.,
HNR 396,Honors Internship  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],Fall and spring,Honors Status or permission of program director.,
HNR 481,Capstone Development  (0 Credits),"Hours:, 0 classroom + 0 lab/studio",[],[],Fall and Spring,HNR 381,
HNR 482,Honors Capstone I (Mentored)  (1-3 Credits),"Hours:, Variable",[],[],Fall and Spring,HNR 381,HNR 481
HNR 483,Honors Capstone I (Guided)  (1-3 Credits),"Hours:, Variable",[],[],Fall and Spring,,
HNR 490,Honors Capstone Completion,"Hours:, 0 classroom + 0 lab/studio",[],[],Fall and spring,,
HNR 491,Capstone Completion,"Hours:, 3 classroom + 0 lab/studio",[],['HNR 492'],Fall and spring,HNR 481,HNR 492  or departmental equivalent.
HNR 492,Honors Capstone II  (1-3 credits),"Hours:, Variable",[],[],Fall and Spring,HNR 481,HNR 491
HNR 496,Capstone Completion (Clinical)  (0-12 Credits),"Hours:, Variable",[],[],Fall and Spring,,
HNR 497,Honors Capstone/Thesis II  (1-3 credits),"Hours:, 1-3 Classroom + 0 Lab Studio",['HNR 491'],['HNR 490'],"Variable, check with department.",,
HRM 300,Introduction to Labor-Management Relations,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Junior standing.,
HRM 301,Training and Employee Development,"Hours:, 3 classroom + 0 lab/studio",['MGT 340'],[],Spring only,,
HRM 302,Recruiting and Selecting Human Resources,"Hours:, 3 classroom + 0 lab/studio",['MGT 340'],[],Spring only,,
HRM 303,Employment Law,"Hours:, 3 classroom + 0 lab/studio",['MGT 340'],[],Fall only,,
HRM 304,Compensation and Benefits,"Hours:, 3 classroom + 0 lab/studio",['MGT 340'],[],Fall only,,
HRM 392,Research Experience in Human Resources  (0-3 credits),"Hours:, 0-3 Classroom + 0 Lab Studio",[],[],"Variable, check with department",Consent of instructor.,
HRM 394,Topics: Human Resource Management,"Hours:, 3 classroom + 0 lab/studio",['MGT 340'],[],"Variable, check with department",,
HRM 396,Human Resource Management Internship  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",['MGT 340'],[],Fall and spring,MGT 340 .,
HRM 480,Strategic Human Resources,"Hours:, 3 classroom + 0 lab/studio","['MGT 340', 'HRM 301', 'HRM 302', 'HRM 303', 'HRM 304']",[],Spring only,,
HHS 100,Orientation to College of Health & Human Services  1 credit hours,"Hours:, 1 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HHS 320,Simulations in Healthcare  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HSR 100,Society and Human Services,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, summer",,
HSR 105,Helping Skills and Techniques for Human Service Professionals,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
HSR 110,Addiction and Society,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall only,,
HSR 205,Case Mgmt. Skills-Human Svc Professional,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
HSR 294,Special Topics in Human Services  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Varies by topic.,
HSR 300,Ethics & Issues in Human Svc Profession,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Sophomore standing.,
HSR 303,Multicultural Issues in Human Services,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
HSR 304,Field Experience and Seminar,"Hours:, 3 classroom + 0 lab/studio","['HSR 100', 'HSR 105', 'HSR 312']",[],Fall and spring,"HSR 100  ,HSR 105  ,HSR 312  , Declared HSR major",
HSR 305,Principles of Assessment in Human Svcs,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,PSY 100  and sophomore standing.,
HSR 312,Crisis Intervention,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
HSR 314,"Death, Dying, and Grief","Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,6 semester hours in behavioral and/or social sciences.,
HSR 326,Behavior Problems of Children,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall only,PSY 100 .,
HSR 330,Introduction to Disability Studies,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore Standing or higher.,
HSR 340,Intro to Substance Use in Human Services,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Sophomore standing or department permission.,
HSR 400,At-Risk Populations in Human Services,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Junior Standing or department permission.,
HSR 404,Advanced Field Experience and Seminar,,"['HSR 304', 'HSR 105', 'HSR 300', 'HSR 312']",[],Fall and spring,"HSR 304 . HSR 105  , HSR 300  , HSR 312  , Declared HSR major",
HSR 412,Leadership Skills for Small Groups,"Hours:, 3 classroom + 0 lab/studio",['HSR 105'],[],Fall and spring,HSR 105 .,
HSR 416,Theories/Skills for Helping Professions,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Junior standing or higher.,
HSR 420,Process Addictions,"Hours:, 3 classroom + 0 lab/studio",['HSR 340'],[],Fall and spring,HSR 340  or consent of instructor.,
HSR 428,Family Systems,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior standing or Graduate standing.,
HSR 430,Human Services Administration,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Junior standing or higher.,
HSR 450,Diagnosis & Treatment: Sub Use Disorders,"Hours:, 3 classroom + 0 lab/studio",['HSR 340'],[],Fall and spring,HSR 340  or department permission.,
HSR 494,Selected Topics: Human Svcs & Addictions  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing or higher.,
HSR 496,Human Services Apprenticeship  (0-3 Credits),"Hours:, 3 classroom + 0 lab/studio","['HSR 304', 'HSR 404']",[],"Variable, check with department",HSR 304 HSR 404,
HSR 499,Independent Study  (1-4 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HSR 522,The Mindful Helping Professional  (1-4 variable credits),"Hours:, 1-4 classroom + 0 lab/studio",[],[],Fall and spring,Junior standing or higher.,
HSR 523,The Mindful Leader,"Hours:, (3 classroom + 0 lab/studio)",[],[],Fall and spring,Junior or graduate standing,
HSR 574,Grief and Loss Across the Lifespan,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing or higher,
HSR 594,Selected Topics in Human Services  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department","Junior standing or consent of instructor.  Other pre-requisites may apply, vary with topic.",
INF 100,Orientation to College of Informatics,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall,,
INF 110,Introduction to Application Development,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
INF 120,Elementary Programming,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
INF 128,Principles of Informatics,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
INF 194,Topics: Informatics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Varies with topic (see Schedule of Classes).,
INF 201,Foundations of Informatics Professionals,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall and spring,Sophomore standing,
INF 282,Introduction to Databases,"Hours:, 3 classroom + 0 lab/studio",['MAT 102'],[],"Fall, spring, and summer",C or better in MAT 102  (or higher) or placement.,
INF 284,Introduction to Computer Networks,"Hours:, 3 classroom + 0 lab/studio","['MAT 102', 'INF 110', 'INF 120', 'CIT 130']",[],Fall and spring,"C- or better in MAT 102  or higher or placement; and one of INF 110 , INF 120  or CIT 130 .",
INF 286,Introduction to Web Development,"Hours:, 3 classroom + 0 lab/studio",['MAT 103'],[],Fall and spring,C- or better in MAT 103  (or higher),
INF 294,Topics: Informatics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Varies with topic (see Schedule of Classes.,
INF 299,Introductory Independent Study  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of Instructor.,
INF 328,Informatics in Progress  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",['INF 128'],[],Fall,INF 128,
INF 333,Implications of Artificial Intelligence  (3 Credits),"Hours:, 3 classroom + 0 lab/studio","['INF 120', 'STA 205', 'STA 205R']",[],Fall,INF 120   and STA 205  or STA 205R,
INF 394,Intermediate Topics: Informatics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Varies with topic (see Schedule of Classes).,
INF 396,Informatics Practicum  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of any informatics department.,
INF 399,Independent Study  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of Instructor.,
INF 494,Advanced Topics: Informatics  (1-3 credits),"Hours:, 1-3 Classroom + 0 lab/studio",[],[],"Variable, check with department",Varies with topic.,
INF 499,Advanced Independent Study  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of Instructor.,
INF 594,Graduate Topics: Informatics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department","Graduate standing, other prerequisites vary with topics.",
SCI 100,STEM Freshman Seminar,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall only,,
SCI 101,Introduction to STEM Careers,"Hours:, 1 classroom + 0 lab/studio",[],[],Spring only,,
SCI 110,Integrative Science,"Hours:, 2 classroom + 3 lab/studio",['MAT 101'],[],Fall and spring,MAHD 095/MAT 101  or higher or placement or equivalent college-level math/stat course.,
SCI 394,Topics: Integrative Science  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],Variable-chck w/dept,Varies with topic (see Schedule of Classes).,
IST 185,Intro to Interdisciplinary Studies,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
IST 394,Topics in Interdisciplinary Studies  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing or higher.,
IST 397,Interdisciplinary Inquiry,"Hours:, 3 Classroom + 0 Lab/Studio",['IST 185'],[],Fall and Spring,IST 185   and sophomore standing or higher.,
IST 492,Directed Research  (0-6 credits),"Hours:, 0-6 Classroom + 0 Lab Studio",[],[],"Variable, check with department.",Junior standing or higher.,
IST 494,Seminar: Advanced Topics in Interdisciplinary Studies  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],Not Provided,Junior standing or higher. ,
IST 496,Internship in Interdisciplinary Studies  (3-15 credits),"Hours:, 3-15 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of intern director.,
IST 497,Capstone in Interdisciplinary Studies  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and Spring,,
IST 499,Independent Study: Directed Readings  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of instructor.,
IST 585,Introduction to Graduate Interdisciplinary Studies,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
UNVI 101,International Orientation  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
INTL 300,International Service Learning Experience  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",['ENG 101'],[],"Variable, check with department",,
ITA 101,Elementary Italian I,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
ITA 102,Elementary Italian II,"Hours:, 3 classroom + 0 lab/studio",['ITA 101'],[],Spring only,,
ITA 201,Intermediate Italian I,"Hours:, 3 classroom + 0 lab/studio",['ITA 102'],[],Fall only,,
